,PlayerA_name,PlayerB_name,tourney_date,PlayerA_id,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerB_id,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,best_of,minutes,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_12.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,PlayerA_hand_L,PlayerA_hand_R,PlayerB_hand_L,PlayerB_hand_R,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
41725,GUILLERMO CANAS,JIRI NOVAK,20040927,103084,185,27,31,1029,102562,190,30,28,1050,3,54,9,1,39,21,19,13,8,0,0,2,1,49,29,21,4,7,6,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41799,NICOLAS MASSU,MARIANO ZABALETA,20040719,103454,183,25,13,1543,103151,183,26,31,910,3,172,1,1,100,58,40,26,12,9,11,5,4,91,57,38,20,12,8,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41802,NICOLAS MASSU,RAINER SCHUETTLER,20040719,103454,183,25,13,1543,102783,180,28,8,2190,3,87,3,3,59,38,28,11,9,4,5,1,1,61,41,23,10,9,7,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41804,NICOLAS MASSU,GASTON GAUDIO,20040719,103454,183,25,13,1543,103292,175,26,11,1895,3,132,3,3,85,46,34,21,11,9,11,2,1,81,47,26,18,11,5,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41901,MARIANO ZABALETA,JOACHIM JOHANSSON,20040705,103151,183,26,31,910,104026,198,22,32,909,3,78,1,3,52,32,24,12,9,1,2,4,3,65,36,21,17,10,4,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41926,MARIANO ZABALETA,FERNANDO GONZALEZ,20040705,103151,183,26,31,910,103602,183,24,22,1205,3,56,0,1,40,22,16,12,8,0,2,1,5,54,29,14,9,9,4,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41928,MARIANO ZABALETA,GASTON GAUDIO,20040705,103151,183,26,31,910,103292,175,26,11,1700,3,138,5,2,86,51,36,14,14,2,7,2,5,109,66,41,16,15,10,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41977,ANDY RODDICK,PARADORN SRICHAPHAN,20040607,104053,188,22,2,4695,103387,185,25,14,1535,3,66,6,1,48,26,23,11,9,0,1,6,2,72,41,21,15,9,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41981,ANDY RODDICK,LLEYTON HEWITT,20040607,104053,188,22,2,4695,103720,180,23,11,1700,3,75,15,1,67,40,30,17,10,0,1,8,2,71,42,33,13,11,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41983,ANDY RODDICK,SEBASTIEN GROSJEAN,20040607,104053,188,22,2,4695,103206,175,26,13,1665,3,83,11,3,63,33,29,17,11,2,3,4,2,71,44,34,13,11,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41984,FERNANDO GONZALEZ,TAYLOR DENT,20040816,103602,183,24,21,1220,103758,188,23,28,1055,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
41985,JIRI NOVAK,FELICIANO LOPEZ,20040517,102562,190,29,14,1425,103852,188,23,24,1115,3,65,4,0,61,42,32,11,10,3,5,0,2,62,30,18,12,9,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
41986,NICOLAS MASSU,ALBERT COSTA,20040517,103454,183,25,11,1633,102610,180,29,27,1075,3,30,1,0,13,11,8,1,2,2,2,0,1,20,13,5,3,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
41991,FERNANDO GONZALEZ,LLEYTON HEWITT,20040517,103602,183,24,16,1380,103720,180,23,12,1525,3,88,4,2,62,43,34,12,10,4,4,4,2,70,49,32,9,10,10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41992,JIRI NOVAK,NICOLAS MASSU,20040517,102562,190,29,14,1425,103454,183,25,11,1633,3,99,4,1,65,37,26,14,9,5,7,2,4,67,31,21,13,9,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
41993,MARK PHILIPPOUSSIS,VINCENT SPADEA,20040517,102882,196,28,18,1350,102434,183,30,28,1070,3,175,13,9,119,68,54,24,17,10,12,5,4,129,76,53,26,16,15,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
41994,MARK PHILIPPOUSSIS,SJENG SCHALKEN,20040517,102882,196,28,18,1350,102854,193,28,15,1420,3,153,9,7,119,67,52,24,17,5,9,2,7,133,94,57,21,17,10,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
41995,MARK PHILIPPOUSSIS,MARIANO ZABALETA,20040517,102882,196,28,18,1350,103151,183,26,31,1030,3,136,7,4,99,60,44,22,16,5,7,4,2,111,76,47,22,15,14,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
41997,LLEYTON HEWITT,MARTIN VERKERK,20040517,103720,180,23,12,1525,103280,196,26,19,1330,3,150,8,3,92,55,41,19,15,1,4,16,9,118,68,52,22,16,10,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42001,MARTIN VERKERK,VINCENT SPADEA,20040517,103280,196,26,19,1330,102434,183,30,28,1070,3,82,12,4,78,47,36,14,10,3,4,0,3,62,38,28,10,10,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42002,ROGER FEDERER,GASTON GAUDIO,20041115,103819,185,23,1,5585,103292,175,26,10,1920,3,96,8,0,57,34,30,16,10,0,0,1,3,85,58,33,15,9,12,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42003,ROGER FEDERER,LLEYTON HEWITT,20041115,103819,185,23,1,5585,103720,180,24,3,3190,3,76,6,0,63,39,28,17,10,3,3,6,2,60,39,27,9,9,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42004,ROGER FEDERER,CARLOS MOYA,20041115,103819,185,23,1,5585,102845,190,28,5,2420,3,107,9,2,91,64,48,13,14,8,9,6,5,87,58,43,13,13,6,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42005,ROGER FEDERER,MARAT SAFIN,20041115,103819,185,23,1,5585,103498,193,25,4,2860,3,108,8,0,81,50,39,19,11,2,3,6,2,86,56,42,14,10,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
42006,ROGER FEDERER,LLEYTON HEWITT,20041115,103819,185,23,1,5585,103720,180,24,3,3190,3,67,9,0,47,30,26,10,9,0,0,1,3,55,28,14,15,8,5,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
42007,CARLOS MOYA,GASTON GAUDIO,20041115,102845,190,28,5,2420,103292,175,26,10,1920,3,83,9,2,75,44,35,12,10,7,8,1,1,44,22,16,13,9,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42008,LLEYTON HEWITT,GASTON GAUDIO,20041115,103720,180,24,3,3190,103292,175,26,10,1920,3,59,6,1,45,22,19,15,8,1,1,2,5,48,30,19,3,7,2,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42009,ANDY RODDICK,TIM HENMAN,20041115,104053,188,22,2,3355,102450,185,30,7,2365,3,104,6,1,77,44,36,21,12,2,2,1,2,72,49,40,10,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42010,ANDY RODDICK,MARAT SAFIN,20041115,104053,188,22,2,3355,103498,193,25,4,2860,3,110,15,2,92,57,47,19,12,6,7,16,1,87,53,42,19,12,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42011,ANDY RODDICK,GUILLERMO CORIA,20041115,104053,188,22,2,3355,103909,175,23,6,2400,3,86,15,2,62,39,33,13,11,0,1,3,1,79,55,35,12,10,6,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42012,LLEYTON HEWITT,ANDY RODDICK,20041115,103720,180,24,3,3190,104053,188,22,2,3355,3,58,3,1,45,21,18,19,9,0,0,9,1,44,29,18,6,8,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
42013,LLEYTON HEWITT,CARLOS MOYA,20041115,103720,180,24,3,3190,102845,190,28,5,2420,3,138,15,2,82,54,47,18,15,0,0,11,3,110,64,41,28,15,8,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42014,TIM HENMAN,GUILLERMO CORIA,20041115,102450,185,30,7,2365,103909,175,23,6,2400,3,70,5,1,46,32,26,9,8,5,5,0,3,54,41,25,3,8,4,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42017,JONAS BJORKMAN,MARK PHILIPPOUSSIS,20040206,102035,183,32,28,1088,102882,196,27,9,1715,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42024,MAX MIRNYI,MARAT SAFIN,20040206,103018,196,27,22,1190,103498,193,24,32,1055,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42047,JONAS BJORKMAN,MARDY FISH,20040409,102035,183,32,27,1083,103888,188,22,18,1280,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42049,ANDY RODDICK,JONAS BJORKMAN,20040409,104053,188,22,2,4800,102035,183,32,27,1083,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42057,ROGER FEDERER,ARNAUD CLEMENT,20040409,103819,185,23,1,5545,103096,173,26,25,1095,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42059,CARLOS MOYA,MARTIN VERKERK,20040409,102845,190,28,7,2125,103280,196,25,17,1335,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42061,JUAN CARLOS FERRERO,MARTIN VERKERK,20040409,103507,183,24,3,4390,103280,196,25,17,1335,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42062,CARLOS MOYA,SJENG SCHALKEN,20040409,102845,190,28,7,2125,102854,193,28,14,1455,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42073,CARLOS MOYA,ANDY RODDICK,20041203,102845,190,28,5,2520,104053,188,22,2,3655,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42322,DOMINIK HRBATY,TOMMY HAAS,20040924,103103,183,27,18,1393,103163,188,26,32,1030,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
42396,RADEK STEPANEK,THOMAS JOHANSSON,20050926,103285,185,27,16,1420,102563,180,31,14,1455,3,109,12,3,66,42,35,11,11,2,3,13,4,89,48,31,21,11,8,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
42402,GUILLERMO CORIA,FERNANDO GONZALEZ,20050502,103909,175,23,11,1915,103602,183,25,20,1270,3,170,4,2,103,67,53,20,17,3,4,13,7,129,70,56,29,17,10,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42403,NICOLAS KIEFER,TOMMY HAAS,20050502,103017,183,28,30,1070,103163,188,27,22,1245,3,85,3,7,64,29,20,20,8,8,9,2,3,51,24,10,12,8,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42418,THOMAS JOHANSSON,FELICIANO LOPEZ,20050502,102563,180,30,18,1293,103852,188,24,27,1170,3,88,7,1,57,35,26,11,9,6,7,4,4,76,46,27,12,8,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
42422,RAFAEL NADAL,MIKHAIL YOUZHNY,20050502,104745,185,19,7,2100,104022,183,23,26,1185,3,60,1,2,41,24,19,10,7,1,2,1,1,40,28,12,3,7,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
42425,GUILLERMO CANAS,ANDREI PAVEL,20050502,103084,185,27,13,1675,102318,183,31,32,1045,3,106,4,1,59,34,26,13,10,1,2,2,1,85,55,35,9,10,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42426,RADEK STEPANEK,MARIO ANCIC,20050502,103285,185,26,17,1330,104339,196,21,19,1270,3,157,2,4,95,54,36,26,13,5,6,9,4,111,66,39,18,15,12,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42429,MARAT SAFIN,JIRI NOVAK,20050502,103498,193,25,4,3145,102562,190,30,23,1235,3,112,6,2,78,38,33,19,13,5,7,2,2,90,58,32,14,13,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42432,GUILLERMO CORIA,NICOLAS KIEFER,20050502,103909,175,23,11,1915,103017,183,28,30,1070,3,75,1,3,42,27,23,7,7,3,3,2,1,50,25,11,10,7,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42434,TIM HENMAN,NICOLAS MASSU,20050502,102450,185,31,6,2155,103454,183,26,21,1265,3,85,3,2,53,32,25,11,9,0,1,3,5,56,34,17,11,8,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42436,IVAN LJUBICIC,SEBASTIEN GROSJEAN,20050502,103344,193,26,14,1615,103206,175,27,28,1130,3,154,3,2,105,58,40,23,14,5,8,3,0,82,38,25,25,14,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42440,DAVID FERRER,THOMAS JOHANSSON,20050502,103970,175,23,25,1210,102563,180,30,18,1293,3,91,3,4,60,36,23,15,10,3,5,3,2,67,33,19,16,9,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42441,GASTON GAUDIO,FILIPPO VOLANDRI,20050502,103292,175,26,5,2300,103835,183,24,31,1060,3,96,0,1,82,52,39,12,9,13,14,0,1,59,39,23,8,9,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42448,DOMINIK HRBATY,TIM HENMAN,20050502,103103,183,27,24,1211,102450,185,31,6,2155,3,121,2,8,88,45,35,17,13,2,6,5,3,88,45,30,18,14,8,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42449,ANDRE AGASSI,IVAN LJUBICIC,20050502,101736,180,35,9,2045,103344,193,26,14,1615,3,103,6,0,76,49,37,14,11,3,4,8,2,65,37,25,15,10,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42451,DAVID FERRER,GASTON GAUDIO,20050502,103970,175,23,25,1210,103292,175,26,5,2300,3,59,0,1,43,27,19,9,7,1,2,0,1,44,33,12,2,6,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42452,RAFAEL NADAL,GUILLERMO CANAS,20050502,104745,185,19,7,2100,103084,185,27,13,1675,3,84,1,1,45,36,28,5,8,0,0,1,0,51,31,14,11,8,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
42455,ANDRE AGASSI,DOMINIK HRBATY,20050502,101736,180,35,9,2045,103103,183,27,24,1211,3,72,3,2,53,29,22,10,9,3,6,2,1,58,37,20,3,9,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
42457,RAFAEL NADAL,RADEK STEPANEK,20050502,104745,185,19,7,2100,103285,185,26,17,1330,3,129,0,0,78,58,42,10,13,2,4,2,3,82,51,30,13,13,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
42458,GUILLERMO CORIA,ANDRE AGASSI,20050502,103909,175,23,11,1915,101736,180,35,9,2045,3,106,4,3,68,52,38,5,12,2,6,3,3,76,41,25,12,12,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
42459,RAFAEL NADAL,DAVID FERRER,20050502,104745,185,19,7,2100,103970,175,23,25,1210,3,149,0,0,102,71,43,16,16,1,7,2,4,82,51,31,14,16,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
42460,RAFAEL NADAL,GUILLERMO CORIA,20050502,104745,185,19,7,2100,103909,175,23,11,1915,5,314,1,3,176,119,70,26,25,8,17,3,7,202,148,85,23,25,11,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
42473,SEBASTIEN GROSJEAN,JOACHIM JOHANSSON,20050509,103206,175,27,27,1130,104026,198,23,12,1655,3,64,7,0,51,38,28,11,9,1,1,2,6,50,26,18,9,8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42476,FELICIANO LOPEZ,ANDRE AGASSI,20050509,103852,188,24,26,1170,101736,180,35,7,2270,3,92,6,2,77,56,40,10,10,4,5,6,2,83,54,33,14,10,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
42490,DOMINIK HRBATY,TOMMY HAAS,20050509,103103,183,27,18,1331,103163,188,27,22,1245,3,88,4,2,69,37,27,20,11,1,2,6,0,53,31,26,10,11,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42492,NICOLAS MASSU,ANDY RODDICK,20050509,103454,183,26,25,1175,104053,188,23,3,3585,3,178,8,1,113,73,46,24,17,5,9,19,3,115,75,53,18,17,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
42495,GUILLERMO CORIA,MIKHAIL YOUZHNY,20050509,103909,175,23,8,2265,104022,183,23,24,1185,3,83,0,1,57,47,31,6,8,4,5,1,0,59,39,20,8,9,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42496,MARIO ANCIC,FERNANDO GONZALEZ,20050509,104339,196,21,21,1255,103602,183,25,23,1240,3,95,4,1,76,47,36,13,11,4,6,2,8,66,39,29,11,10,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42499,SEBASTIEN GROSJEAN,NICOLAS KIEFER,20050509,103206,175,27,27,1130,103017,183,28,29,1100,3,139,3,0,72,40,27,20,14,1,5,6,3,103,49,37,21,13,12,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42500,FILIPPO VOLANDRI,FELICIANO LOPEZ,20050509,103835,183,24,31,1020,103852,188,24,26,1170,3,99,1,1,72,54,38,8,13,0,4,3,1,82,54,35,10,13,9,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
42507,DOMINIK HRBATY,RADEK STEPANEK,20050509,103103,183,27,18,1331,103285,185,26,15,1420,3,113,1,2,77,51,41,10,12,7,9,4,6,100,56,38,20,12,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
42509,ROGER FEDERER,TOMMY ROBREDO,20050509,103819,185,24,1,6605,103990,180,23,16,1415,3,67,2,3,55,29,23,12,9,3,4,1,0,49,29,15,10,8,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42510,GUILLERMO CORIA,MARIO ANCIC,20050509,103909,175,23,8,2265,104339,196,21,21,1255,3,82,0,0,46,32,22,11,9,2,3,2,0,58,36,23,8,10,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42512,FILIPPO VOLANDRI,SEBASTIEN GROSJEAN,20050509,103835,183,24,31,1020,103206,175,27,27,1130,3,81,0,1,54,35,24,13,9,3,4,0,2,58,28,16,14,10,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42517,ROGER FEDERER,GUILLERMO CORIA,20050509,103819,185,24,1,6605,103909,175,23,8,2265,3,95,5,2,66,39,26,18,11,1,3,2,4,72,50,31,10,11,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
42518,NIKOLAY DAVYDENKO,FILIPPO VOLANDRI,20050509,103786,178,24,20,1285,103835,183,24,31,1020,3,110,1,1,63,37,26,15,11,2,5,1,3,77,56,29,12,11,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
42521,ROGER FEDERER,NIKOLAY DAVYDENKO,20050509,103819,185,24,1,6605,103786,178,24,20,1285,3,72,0,0,62,38,26,16,10,5,6,0,2,47,30,17,10,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
