tourney_year,tourney_month,tourney_day,tourney_surface,tourney_singles_draw,winner_name,losers_name,match_duration,winner_aces,winner_double_faults,winner_service_points_total,winner_first_serves_in,winner_first_serve_points_won,winner_second_serve_points_won,winner_service_games_played,winner_break_points_saved,winner_break_points_serve_total,loser_aces,loser_double_faults,loser_service_points_total,loser_first_serves_in,loser_first_serve_points_won,loser_second_serve_points_won,loser_service_games_played,loser_break_points_saved,loser_break_points_serve_total
2018,1,8,Hard,28,Julien Benneteau,David Goffin,174,13,14,143,86,60,18,20,9,16,20,4,131,72,47,28,18,10,16
2018,1,8,Hard,28,Tennys Sandgren,Stan Wawrinka,88,11,1,66,47,38,15,13,2,2,4,2,83,55,32,14,12,8,13
2018,1,8,Hard,28,Pablo Carreno Busta,Gilles Simon,44,5,0,33,20,15,9,5,4,4,2,2,35,20,12,2,6,2,6
2018,1,8,Hard,28,Juan Martin del Potro,Karen Khachanov,225,13,3,142,90,73,25,22,2,3,28,3,152,102,78,25,22,12,15
2018,1,8,Hard,28,Marton Fucsovics,Sam Querrey,163,14,7,130,73,60,30,20,10,12,19,5,144,84,63,29,20,12,16
2018,1,8,Hard,28,Novak Djokovic,Gael Monfils,165,5,11,117,77,56,18,18,5,8,5,15,114,60,38,22,17,8,15
2018,1,8,Hard,28,Jo-Wilfried Tsonga,Denis Shapovalov,217,9,8,158,78,66,36,24,7,11,11,8,155,88,65,39,25,5,8
2018,1,8,Hard,28,Nick Kyrgios,Viktor Troicki,132,17,3,97,69,58,14,17,1,2,16,6,115,75,55,16,17,8,11
2018,1,8,Hard,28,Tomas Berdych,Guillermo Garcia-Lopez,151,12,2,109,64,51,20,17,6,9,8,5,109,58,39,25,17,7,13
2018,1,8,Hard,28,Albert Ramos-Vinolas,Tim Smyczek,128,6,4,83,49,45,21,15,3,3,8,0,99,64,44,17,15,8,11
2018,1,8,Hard,28,Gilles Muller,Malek Jaziri,242,32,8,175,109,91,26,25,12,14,11,9,171,92,69,45,26,13,18
2018,1,8,Hard,28,Diego Schwartzman,Casper Ruud,118,6,4,80,38,34,20,13,1,2,9,2,96,60,36,15,14,5,11
2018,1,8,Hard,28,Fabio Fognini,Evgeny Donskoy,140,6,5,117,61,42,35,17,2,4,3,4,106,63,46,17,17,9,14
2018,1,8,Hard,28,Adrian Mannarino,Jiri Vesely,188,19,8,132,80,62,26,22,7,12,13,11,135,86,59,19,20,5,11
2018,1,8,Hard,28,Richard Gasquet,Lorenzo Sonego,113,7,4,69,48,42,10,12,1,1,9,3,109,65,39,18,13,10,16
2018,1,8,Hard,28,Damir Dzumhur,John Millman,159,7,5,117,65,45,28,19,4,8,13,3,121,81,51,19,19,8,15
2018,1,8,Hard,28,Ryan Harrison,Pablo Cuevas,116,14,3,93,58,51,18,16,0,0,7,7,102,56,43,22,16,3,5
2018,1,8,Hard,28,Andrey Rublev,Marcos Baghdatis,182,5,14,122,60,50,25,20,3,8,23,6,150,81,57,25,20,15,24
2018,1,8,Hard,28,Nikoloz Basilashvili,Ruben Bemelmans,101,6,7,89,46,37,27,14,1,1,6,3,82,52,37,9,14,2,7
2018,1,8,Hard,28,Hyeon Chung,Daniil Medvedev,116,3,4,77,46,39,20,13,2,3,12,2,97,63,38,13,13,6,12
2018,1,8,Hard,28,Kyle Edmund,Denis Istomin,89,9,1,64,43,40,13,13,0,0,4,0,79,45,30,15,13,4,9
2018,1,8,Hard,28,Alexandr Dolgopolov,Matthew Ebden,128,19,8,107,61,48,23,15,6,8,5,2,100,72,44,12,16,7,12
2018,1,8,Hard,28,Ivo Karlovic,Yuichi Sugita,273,53,10,207,137,117,37,34,11,12,16,14,213,133,110,42,34,8,10
2018,1,8,Hard,28,Nicolas Kicker,Lukas Lacko,152,2,2,110,77,50,12,19,3,9,14,2,126,76,52,18,20,9,17
2018,1,8,Hard,28,Andreas Seppi,Yoshihito Nishioka,111,9,3,91,48,40,22,13,5,5,1,3,80,51,30,14,13,3,8
2018,1,8,Hard,28,Rafael Nadal,Victor Estrella Burgos,94,2,1,66,48,37,12,11,5,6,1,1,61,40,19,5,10,4,12
2018,1,8,Hard,28,Maximilian Marterer,Fernando Verdasco,207,16,2,160,108,79,27,25,6,8,15,8,149,105,82,22,25,4,6
2018,1,8,Hard,28,Roger Federer,Aljaz Bedene,99,12,3,81,58,45,14,14,2,2,2,5,90,50,35,18,14,9,13
2018,1,8,Hard,28,Grigor Dimitrov,Dennis Novak,98,7,5,69,38,33,18,12,2,2,3,2,83,49,26,13,12,8,14
2018,1,8,Hard,28,Alexander Zverev,Thomas Fabbiano,142,17,5,115,76,54,20,16,12,14,5,6,103,51,35,21,15,5,10
2018,1,8,Hard,28,Dominic Thiem,Guido Pella,136,15,5,111,69,54,21,15,6,6,3,1,90,55,39,20,15,5,8
2018,1,8,Hard,28,Marin Cilic,Vasek Pospisil,197,20,3,118,71,55,26,19,3,5,12,6,153,80,59,30,19,13,18
2018,1,8,Hard,28,David Goffin,Matthias Bachinger,153,13,7,121,75,55,26,20,4,7,6,4,111,66,47,19,19,5,12
2018,1,8,Hard,28,Yuichi Sugita,Jack Sock,153,14,4,121,71,53,30,21,7,12,6,7,112,69,47,17,19,2,9
2018,1,8,Hard,28,Stan Wawrinka,Ricardas Berankis,167,15,5,134,67,48,36,20,5,9,11,1,116,72,50,27,19,8,12
2018,1,8,Hard,28,Pablo Carreno Busta,Jason Kubler,211,10,4,122,81,58,17,20,4,9,6,11,153,91,59,22,21,11,20
2018,1,8,Hard,28,Kyle Edmund,Kevin Anderson,239,11,5,170,108,84,31,25,9,11,35,2,139,93,77,22,24,7,11
2018,1,8,Hard,28,Sam Querrey,Feliciano Lopez,91,28,4,78,46,39,21,14,0,0,13,2,89,65,40,12,13,9,13
2018,1,8,Hard,28,Juan Martin del Potro,Frances Tiafoe,134,14,1,86,61,51,10,14,4,4,9,2,91,46,32,21,14,3,7
2018,1,8,Hard,28,Novak Djokovic,Donald Young,111,4,1,66,38,30,20,13,1,2,2,2,103,59,28,24,12,19,25
2018,1,8,Hard,28,Jo-Wilfried Tsonga,Kevin King,121,5,4,86,51,41,18,13,5,5,6,6,107,71,45,13,14,10,15
2018,1,8,Hard,28,Nick Kyrgios,Rogerio Dutra Silva,87,16,1,79,58,44,13,13,2,2,3,3,70,49,30,8,12,2,7
2018,1,8,Hard,28,Matthew Ebden,John Isner,124,13,4,97,68,57,18,18,2,3,24,2,105,68,48,20,19,0,4
2018,1,8,Hard,28,Ruben Bemelmans,Lucas Pouille,191,11,2,166,108,73,38,22,12,14,14,6,137,85,61,29,22,4,8
2018,1,8,Hard,28,Tomas Berdych,Alex de Minaur,125,5,4,87,56,47,14,16,1,3,4,4,102,75,43,9,15,8,15
2018,1,8,Hard,28,Fernando Verdasco,Roberto Bautista Agut,127,10,5,77,54,45,11,15,2,4,1,1,107,80,46,11,16,4,11
2018,1,8,Hard,28,Albert Ramos-Vinolas,Jared Donaldson,111,3,2,84,46,36,22,14,5,6,9,3,67,31,25,15,13,2,7
2018,1,8,Hard,28,Lukas Lacko,Milos Raonic,202,19,7,151,91,73,32,23,4,5,36,6,156,91,77,29,23,6,9
2018,1,8,Hard,28,Fabio Fognini,Horacio Zeballos,122,16,3,90,60,42,19,16,4,7,4,3,108,74,41,18,16,8,14
2018,1,8,Hard,28,Gilles Muller,Federico Delbonis,149,15,2,88,59,46,20,16,3,3,4,3,111,74,49,17,15,8,11
2018,1,8,Hard,28,Diego Schwartzman,Dusan Lajovic,239,14,7,189,109,68,40,30,14,25,6,8,183,126,78,24,29,13,24
2018,1,8,Hard,28,Adrian Mannarino,Matteo Berrettini,107,1,2,78,47,40,21,15,1,1,12,2,79,48,37,17,15,1,4
2018,1,8,Hard,28,Yoshihito Nishioka,Philipp Kohlschreiber,159,3,2,116,79,50,17,19,11,17,8,4,122,68,42,22,19,11,19
2018,1,8,Hard,28,Damir Dzumhur,Paolo Lorenzi,225,3,5,127,74,58,27,23,4,9,18,5,179,92,68,41,24,8,13
2018,1,8,Hard,28,Richard Gasquet,Blaz Kavcic,125,10,1,85,55,40,17,15,2,5,0,4,90,41,25,22,14,5,12
2018,1,8,Hard,28,Andrey Rublev,David Ferrer,230,13,15,179,96,68,34,26,9,17,3,10,165,102,56,28,26,8,21
2018,1,8,Hard,28,Pablo Cuevas,Mikhail Youzhny,143,12,2,108,68,47,27,17,1,4,9,1,103,63,39,21,16,3,8
2018,1,8,Hard,28,Hyeon Chung,Mischa Zverev,48,3,2,35,21,17,9,6,3,3,1,3,45,33,15,6,7,2,6
2018,1,8,Hard,28,Marcos Baghdatis,Yuki Bhambri,129,12,1,86,51,36,20,15,3,6,0,1,104,75,41,16,16,3,9
2018,1,8,Hard,28,Nikoloz Basilashvili,Gerald Melzer,139,4,2,102,61,46,21,18,5,9,11,3,119,67,42,24,18,10,16
2018,1,8,Hard,28,Alexandr Dolgopolov,Andreas Haider-Maurer,124,11,4,88,46,36,19,15,4,8,11,7,112,63,40,17,16,9,16
2018,1,8,Hard,28,Julien Benneteau,Taro Daniel,207,8,5,132,90,68,17,20,5,9,14,2,160,104,59,29,21,10,18
2018,1,8,Hard,28,Evgeny Donskoy,Florian Mayer,116,10,2,87,63,45,13,15,4,6,7,4,116,63,42,24,15,14,19
2018,1,8,Hard,28,Marton Fucsovics,Radu Albot,196,6,6,122,63,48,26,19,11,16,0,5,145,102,56,17,20,12,21
2018,1,8,Hard,28,Guillermo Garcia-Lopez,Benoit Paire,148,4,2,110,69,50,27,17,2,2,12,10,140,75,48,26,18,10,17
2018,1,8,Hard,28,Peter Gojowczyk,Mikhail Kukushkin,104,6,2,91,61,44,15,13,7,8,1,2,86,55,31,10,12,6,12
2018,1,8,Hard,28,Ryan Harrison,Dudi Sela,219,15,6,160,99,68,27,25,6,13,5,4,150,95,57,26,25,10,19
2018,1,8,Hard,28,Denis Istomin,Pierre-Hugues Herbert,178,7,2,127,86,60,26,20,2,4,10,7,130,78,54,23,19,7,12
2018,1,8,Hard,28,Malek Jaziri,Salvatore Caruso,242,9,6,162,85,61,37,26,9,17,9,6,176,96,63,33,25,14,24
2018,1,8,Hard,28,Ivo Karlovic,Laslo Djere,141,21,9,118,74,64,21,17,7,8,9,1,107,73,54,19,16,7,9
2018,1,8,Hard,28,Karen Khachanov,Peter Polansky,147,21,2,112,75,58,21,17,9,11,8,3,116,68,47,23,17,4,7
2018,1,8,Hard,28,Nicolas Kicker,Jordan Thompson,222,6,4,158,104,65,31,22,14,19,12,5,147,91,57,25,22,11,19
2018,1,8,Hard,28,Denis Kudla,Steve Johnson,169,9,5,130,74,55,36,21,2,4,13,9,137,65,46,37,20,6,11
2018,1,8,Hard,28,Maximilian Marterer,Cedrik-Marcel Stebe,97,8,0,66,36,28,20,12,1,2,1,7,89,61,34,9,13,11,18
2018,1,8,Hard,28,Leonardo Mayer,Nicolas Jarry,115,12,1,66,46,46,14,14,0,0,10,1,123,74,50,20,15,12,16
2018,1,8,Hard,28,Mackenzie McDonald,Elias Ymer,155,3,7,115,73,56,20,18,5,7,2,4,124,64,42,26,18,7,13
2018,1,8,Hard,28,John Millman,Borna Coric,139,10,2,108,69,51,17,15,5,7,2,4,79,48,27,14,14,2,8
2018,1,8,Hard,28,Daniil Medvedev,Thanasi Kokkinakis,209,11,7,142,98,78,22,21,8,9,6,9,142,85,59,31,21,3,7
2018,1,8,Hard,28,Gael Monfils,Jaume Munar,121,13,13,94,50,38,21,16,2,6,6,5,88,54,33,14,15,3,9
2018,1,8,Hard,28,Casper Ruud,Quentin Halys,256,9,4,225,153,102,43,31,14,16,27,16,195,120,99,31,31,8,12
2018,1,8,Hard,28,Andreas Seppi,Corentin Moutet,153,2,2,121,68,48,24,18,6,11,5,5,101,62,35,17,17,7,15
2018,1,8,Hard,28,Tennys Sandgren,Jeremy Chardy,105,12,1,89,69,56,11,15,2,2,6,4,86,54,42,13,15,2,5
2018,1,8,Hard,28,Gilles Simon,Marius Copil,121,2,6,106,72,51,17,16,3,5,12,2,84,49,33,18,15,5,10
2018,1,8,Hard,28,Denis Shapovalov,Stefanos Tsitsipas,116,9,6,81,46,38,24,14,1,2,6,6,91,46,30,23,14,3,8
2018,1,8,Hard,28,Lorenzo Sonego,Robin Haase,183,13,4,147,89,68,33,23,3,5,8,3,136,88,63,25,22,7,12
2018,1,8,Hard,28,Tim Smyczek,Alexei Popyrin,177,16,5,143,85,62,34,20,10,12,17,11,151,79,57,31,19,8,14
2018,1,8,Hard,28,Joao Sousa,Dustin Brown,171,7,2,117,79,66,27,23,4,6,10,11,183,123,79,25,25,9,16
2018,1,8,Hard,28,Jan-Lennard Struff,Soonwoo Kwon,77,19,3,70,39,34,18,13,2,3,9,8,71,29,17,20,12,2,8
2018,1,8,Hard,28,Jiri Vesely,Vaclav Safranek,108,15,2,86,62,46,17,14,5,5,1,0,85,59,37,16,14,2,6
2018,1,8,Hard,28,Viktor Troicki,Alex Bolt,169,22,5,151,107,81,20,25,7,10,12,5,141,83,61,28,24,6,12
2018,1,8,Hard,28,Quentin Halys,Bjorn Fratangelo,65,14,6,64,44,37,6,10,3,4,1,1,53,28,17,12,9,1,5
2018,1,8,Hard,28,Vasek Pospisil,Ramkumar Ramanathan,104,0,8,87,57,45,16,15,5,6,4,1,87,57,41,20,15,2,4
2018,1,8,Hard,28,Ruben Bemelmans,Duckhee Lee,78,3,3,56,39,32,7,10,3,4,2,3,60,44,32,3,10,1,4
2018,1,8,Hard,28,Casper Ruud,Ernesto Escobedo,116,12,2,106,73,52,13,14,4,5,12,3,90,50,36,14,13,6,11
2018,1,8,Hard,28,Yuki Bhambri,Peter Polansky,115,2,1,75,51,31,17,13,5,8,4,2,86,59,35,14,12,4,7
2018,1,8,Hard,28,Dustin Brown,Stefan Kozlov,104,15,2,81,57,45,13,14,3,4,3,1,84,56,43,12,14,1,3
2018,1,8,Hard,28,Denis Kudla,Matteo Berrettini,128,2,0,92,62,44,19,16,5,7,21,1,94,63,45,13,15,3,6
2018,1,8,Hard,28,Elias Ymer,Darian King,98,5,5,66,37,24,16,10,3,5,0,0,62,51,28,3,9,7,11
2018,1,8,Hard,28,Matthias Bachinger,Alejandro Gonzalez,64,7,1,55,33,27,14,9,4,4,0,0,47,31,21,5,8,1,4
2018,1,8,Hard,28,Salvatore Caruso,Mathias Bourgue,145,6,6,104,58,42,25,15,8,11,7,4,115,68,46,27,16,8,11
2018,1,8,Hard,28,Lorenzo Sonego,Bernard Tomic,111,13,3,96,65,54,17,15,2,2,2,1,90,57,41,19,14,7,10
2018,1,8,Hard,28,Kevin King,John-Patrick Smith,89,6,1,65,44,30,11,11,0,3,4,1,78,55,35,9,11,3,7
2018,1,8,Hard,28,Mackenzie McDonald,Stephane Robert,133,9,1,105,68,50,18,17,1,4,7,1,111,66,44,25,17,1,5
2018,1,8,Hard,28,Jaume Munar,Bradley Mousley,70,3,2,51,32,28,12,10,0,0,3,1,60,35,30,6,10,2,5
2018,1,8,Hard,28,Dennis Novak,Go Soeda,113,6,7,92,56,41,15,13,4,6,4,1,79,48,30,15,13,4,9
2018,1,8,Hard,28,Vaclav Safranek,Andrea Collarini,78,8,1,62,36,26,20,10,1,1,8,4,56,36,26,11,10,0,2
2018,1,8,Hard,28,Bjorn Fratangelo,Zsombor Piros,68,5,0,50,32,23,15,9,1,1,7,1,66,42,29,9,10,4,7
2018,1,8,Hard,28,Vasek Pospisil,Stefano Napolitano,123,21,3,86,56,46,19,16,1,3,10,3,101,69,48,12,15,9,14
2018,1,8,Hard,28,Mathias Bourgue,Taylor Fritz,145,10,2,97,66,43,14,14,10,15,6,4,80,42,34,19,14,1,4
2018,1,8,Hard,28,John-Patrick Smith,Cameron Norrie,63,4,2,49,37,28,9,9,2,2,2,3,66,43,27,11,9,7,10
2018,1,8,Hard,28,Stefan Kozlov,Yannick Hanfmann,120,3,4,100,53,38,27,16,4,7,9,1,82,53,37,19,16,1,4
2018,1,8,Hard,28,Darian King,Alexander Bublik,70,4,0,44,30,23,11,9,0,1,7,7,76,44,27,10,9,3,8
2018,1,8,Hard,28,Ernesto Escobedo,Alessandro Giannessi,95,4,4,56,37,29,10,9,2,2,3,0,45,31,20,7,8,3,6
2018,1,8,Hard,28,Ruben Bemelmans,Viktor Galovic,153,3,2,91,60,48,18,16,2,3,10,2,94,59,43,20,17,4,7
2018,1,8,Hard,28,Dustin Brown,Di Wu,121,7,8,114,61,43,31,15,7,9,6,1,107,78,56,16,16,3,5
2018,1,8,Hard,28,Matteo Berrettini,Hubert Hurkacz,80,4,1,65,44,34,17,11,2,2,4,0,69,47,35,12,10,3,4
2018,1,8,Hard,28,Jaume Munar,Stefano Travaglia,48,4,1,33,22,22,10,8,0,0,4,5,45,18,13,11,8,2,6
2018,1,8,Hard,28,Yuki Bhambri,Carlos Taberner,61,4,1,38,25,18,9,7,0,1,1,1,38,24,8,3,7,2,8
2018,1,8,Hard,28,Quentin Halys,Pedja Krstin,96,15,9,77,42,35,16,13,2,4,3,3,73,45,29,12,12,4,9
2018,1,8,Hard,28,Salvatore Caruso,Norbert Gombos,122,5,2,90,64,40,17,13,7,9,6,7,101,65,43,17,14,10,14
2018,1,8,Hard,28,Casper Ruud,Dmitry Popko,119,4,2,65,46,33,10,11,2,3,4,1,60,45,27,9,10,5,8
2018,1,8,Hard,28,Peter Polansky,Christian Harrison,75,1,2,47,31,28,10,10,0,1,7,2,61,36,25,10,10,3,7
2018,1,8,Hard,28,Elias Ymer,Dennis Novikov,103,16,2,89,64,51,16,15,1,1,13,5,95,56,46,17,15,4,7
2018,1,8,Hard,28,Matthias Bachinger,James Duckworth,99,8,2,61,38,33,12,10,2,2,5,2,56,30,22,16,10,1,3
2018,1,8,Hard,28,Ramkumar Ramanathan,Gleb Sakharov,109,17,3,88,61,42,13,11,3,5,5,3,83,55,41,10,11,5,8
2018,1,8,Hard,28,Bernard Tomic,Tommy Paul,131,10,2,98,65,47,18,15,5,7,4,6,121,82,50,18,15,7,12
2018,1,8,Hard,28,Andrea Collarini,Federico Gaio,145,15,3,101,63,51,24,16,4,4,16,7,107,64,51,21,15,4,6
2018,1,8,Hard,28,Alejandro Gonzalez,Calvin Hemery,92,0,1,57,39,28,12,10,3,4,4,5,62,35,24,13,9,3,6
2018,1,8,Hard,28,Kevin King,Zdenek Kolar,77,9,5,78,56,43,8,10,4,5,3,6,61,30,23,10,9,1,4
2018,1,8,Hard,28,Duckhee Lee,Frank Dancevic,169,4,5,113,66,50,24,15,8,9,12,4,110,55,43,30,16,6,8
2018,1,8,Hard,28,Denis Kudla,Tobias Kamke,79,5,4,65,35,26,15,10,3,4,5,1,59,39,22,10,10,4,8
2018,1,8,Hard,28,Bradley Mousley,Ricardo Ojeda Lara,113,20,7,89,52,36,22,16,0,3,3,3,87,62,44,11,15,4,8
2018,1,8,Hard,28,Mackenzie McDonald,Jozef Kovalik,55,9,2,45,29,28,6,8,0,0,2,2,40,24,16,4,8,0,4
2018,1,8,Hard,28,Dennis Novak,Danilo Petrovic,113,17,4,105,68,57,20,17,3,3,4,4,102,74,58,13,17,3,5
2018,1,8,Hard,28,Stephane Robert,Karim-Mohamed Maamoun,101,10,5,66,30,25,18,12,1,4,5,4,88,57,34,13,12,7,12
2018,1,8,Hard,28,Vaclav Safranek,Andrew Whittington,69,5,2,58,39,29,11,9,2,3,6,4,53,32,24,4,8,6,10
2018,1,8,Hard,28,Go Soeda,Alexey Vatutin,62,5,2,53,29,22,11,7,2,3,0,3,47,25,10,8,8,2,8
2018,1,8,Hard,28,Taylor Fritz,Sam Groth,130,9,3,107,63,44,25,15,5,7,14,7,103,54,41,26,16,6,8
2018,1,8,Hard,28,Lorenzo Sonego,Mohamed Safwat,88,6,1,65,42,33,16,11,0,0,1,0,74,50,29,17,10,7,8
2018,1,8,Hard,28,Danilo Petrovic,Nicolas Mahut,84,6,0,67,52,38,7,11,1,3,4,1,69,42,28,14,10,5,8
2018,1,8,Hard,28,Bradley Mousley,Marco Cecchinato,70,11,1,58,46,37,8,10,0,0,1,1,71,53,35,10,11,4,6
2018,1,8,Hard,28,Vasek Pospisil,Lorenzo Giustino,93,12,0,71,50,39,15,12,1,1,8,1,75,48,34,17,12,2,3
2018,1,8,Hard,28,Bjorn Fratangelo,Mitchell Krueger,94,6,2,75,49,35,15,11,6,8,3,1,69,47,28,11,10,1,4
2018,1,8,Hard,28,Jozef Kovalik,Gastao Elias,72,2,4,44,26,21,9,8,1,2,5,1,54,28,18,7,8,3,8
2018,1,8,Hard,28,Denis Kudla,Roberto Carballes Baena,89,8,1,60,33,25,16,10,3,4,6,7,70,42,29,12,11,3,7
2018,1,8,Hard,28,Cameron Norrie,Filip Peliwo,111,3,2,90,61,43,16,14,8,9,7,3,98,71,41,15,15,6,11
2018,1,8,Hard,28,Alexander Bublik,Goncalo Oliveira,98,17,9,83,54,44,8,13,7,10,1,5,90,65,42,12,12,8,11
2018,1,8,Hard,28,Yannick Hanfmann,Evan King,86,5,0,71,52,40,11,10,4,4,4,2,67,44,26,14,9,4,6
2018,1,8,Hard,28,Ernesto Escobedo,Pablo Andujar,66,2,4,51,26,19,15,8,3,4,1,2,50,29,19,4,8,6,11
2018,1,8,Hard,28,Ruben Bemelmans,Kamil Majchrzak,134,7,4,96,59,43,20,18,3,8,7,1,122,68,43,26,18,6,12
2018,1,8,Hard,28,Lorenzo Sonego,Thiago Monteiro,96,5,1,60,41,34,12,11,0,0,2,5,87,55,38,14,10,8,10
2018,1,8,Hard,28,Federico Gaio,Henri Laaksonen,72,4,2,54,29,20,18,9,2,3,8,2,69,46,27,9,10,4,8
2018,1,8,Hard,28,Yuki Bhambri,Brayden Schnur,108,0,2,82,62,42,8,13,5,8,8,1,73,51,39,8,13,0,3
2018,1,8,Hard,28,Matthias Bachinger,Sergiy Stakhovsky,127,6,1,110,72,50,19,16,8,11,8,2,95,60,45,16,15,5,8
2018,1,8,Hard,28,Dustin Brown,Guido Andreozzi,101,14,3,97,60,43,20,14,11,13,7,3,79,55,36,14,13,4,7
2018,1,8,Hard,28,Frank Dancevic,Adrian Menendez-Maceiras,120,14,1,109,73,50,23,16,6,9,16,2,87,53,46,14,14,1,3
2018,1,8,Hard,28,Matteo Berrettini,Liam Broady,159,15,1,127,76,54,25,16,7,10,3,5,118,67,41,31,17,6,10
2018,1,8,Hard,28,Alejandro Gonzalez,Mirza Basic,84,2,1,63,42,32,12,10,2,3,1,2,75,44,27,16,10,6,9
2018,1,8,Hard,28,Stefano Travaglia,Nikola Milojevic,127,13,3,98,49,42,29,16,3,4,6,2,101,63,47,19,16,10,13
2018,1,8,Hard,28,Quentin Halys,Marco Trungelliti,134,17,5,98,56,48,21,16,2,4,4,4,109,65,45,22,16,4,7
2018,1,8,Hard,28,Go Soeda,Oscar Otte,90,5,3,68,39,29,15,10,3,5,9,3,77,52,34,11,11,5,9
2018,1,8,Hard,28,Norbert Gombos,Maverick Banes,139,10,4,111,73,58,21,17,5,6,3,1,114,72,52,26,17,4,6
2018,1,8,Hard,28,Casper Ruud,Tatsuma Ito,133,10,1,81,57,44,16,14,7,8,7,1,92,62,43,11,13,10,13
2018,1,8,Hard,28,Peter Polansky,Joao Domingues,90,12,3,74,49,35,11,11,4,6,7,1,75,51,31,12,11,3,6
2018,1,8,Hard,28,Elias Ymer,Kenny De Schepper,80,8,1,62,42,33,11,10,1,2,3,5,67,48,32,6,10,2,5
2018,1,8,Hard,28,Ramkumar Ramanathan,Bradley Klahn,124,9,0,103,63,48,25,16,1,2,5,5,106,75,55,13,16,5,8
2018,1,8,Hard,28,Bernard Tomic,Vincent Millot,48,3,0,38,25,21,11,8,0,0,1,1,46,31,18,5,8,2,6
2018,1,8,Hard,28,Stephane Robert,Sebastian Ofner,88,8,1,69,45,33,15,12,2,4,6,0,99,63,39,16,12,5,8
2018,1,8,Hard,28,Kevin King,Uladzimir Ignatik,74,10,1,53,40,36,9,10,0,0,4,0,68,40,27,15,10,2,4
2018,1,8,Hard,28,Vaclav Safranek,Renzo Olivo,96,5,1,65,46,33,12,10,0,1,3,4,95,57,37,16,10,10,13
2018,1,8,Hard,28,Mathias Bourgue,Arthur De Greef,104,9,1,74,47,30,21,14,2,4,13,4,95,69,48,12,14,9,12
2018,1,8,Hard,28,Salvatore Caruso,Cem Ilkel,77,5,0,57,31,23,17,9,3,3,6,1,57,31,22,11,9,6,9
2018,1,8,Hard,28,Andrea Collarini,Joao Souza,141,10,3,92,65,49,16,15,1,1,9,1,98,65,46,15,15,6,9
2018,1,8,Hard,28,Viktor Galovic,Miomir Kecmanovic,121,18,2,104,70,54,18,16,4,6,6,1,104,66,50,21,16,2,4
2018,1,8,Hard,28,James Duckworth,Omar Jasika,65,12,1,58,39,29,11,9,1,1,2,2,58,39,24,9,9,2,5
2018,1,8,Hard,28,Alessandro Giannessi,Sumit Nagal,135,2,3,101,64,39,21,15,5,10,3,3,99,63,39,17,15,5,10
2018,1,8,Hard,28,Calvin Hemery,Tomislav Brkic,79,5,4,58,29,22,21,11,1,2,9,4,84,48,34,13,11,5,8
2018,1,8,Hard,28,Hubert Hurkacz,Teymuraz Gabashvili,90,4,0,74,48,32,19,14,1,3,2,0,72,41,28,17,13,1,4
2018,1,8,Hard,28,Christian Harrison,Reilly Opelka,98,8,0,90,61,45,20,12,9,9,14,2,81,52,41,14,12,0,0
2018,1,8,Hard,28,Tobias Kamke,Prajnesh Gunneswaran,90,3,3,66,43,34,15,13,3,5,4,1,83,50,32,13,12,8,13
2018,1,8,Hard,28,Darian King,Marc Polmans,89,3,1,68,44,27,11,10,0,4,2,2,65,42,25,7,10,6,12
2018,1,8,Hard,28,Zdenek Kolar,Yasutaka Uchiyama,96,5,9,84,40,32,22,11,5,6,3,1,64,39,29,15,11,3,5
2018,1,8,Hard,28,Stefan Kozlov,Blake Ellis,177,2,8,121,78,50,21,17,9,14,10,8,146,71,50,34,17,12,16
2018,1,8,Hard,28,Pedja Krstin,Adam Pavlasek,111,0,10,87,48,36,22,15,1,4,12,1,100,67,44,16,15,9,12
2018,1,8,Hard,28,Karim-Mohamed Maamoun,Marcelo Arevalo,127,3,2,92,65,46,17,16,1,3,9,5,94,66,47,10,16,8,12
2018,1,8,Hard,28,Duckhee Lee,Ze Zhang,111,6,2,82,45,37,17,14,2,4,9,5,106,65,44,19,13,12,15
2018,1,8,Hard,28,Mackenzie McDonald,Noah Rubin,50,4,1,43,25,21,8,7,0,0,1,1,34,22,9,3,6,0,5
2018,1,8,Hard,28,Jaume Munar,Andrea Arnaboldi,68,6,1,43,27,22,11,9,0,1,0,4,59,30,16,15,9,5,9
2018,1,8,Hard,28,Stefano Napolitano,Alexander Sarkissian,149,11,4,116,65,47,27,14,4,5,8,6,112,62,46,21,14,5,8
2018,1,8,Hard,28,Dennis Novak,Ilya Ivashka,132,7,1,96,63,47,21,16,3,5,6,4,122,84,61,17,16,12,14
2018,1,8,Hard,28,Ricardo Ojeda Lara,Luca Vanni,128,0,6,92,67,53,12,15,1,2,18,4,101,66,54,17,15,8,9
2018,1,8,Hard,28,Dennis Novikov,Marinko Matosevic,79,12,4,64,36,29,16,11,4,6,6,1,62,40,27,11,10,2,5
2018,1,8,Hard,28,Tommy Paul,Blaz Rola,162,2,1,125,80,57,28,18,7,9,10,5,129,80,60,25,18,3,5
2018,1,8,Hard,28,Zsombor Piros,Facundo Bagnis,151,5,9,122,67,49,23,15,12,16,9,7,116,72,49,18,15,8,13
2018,1,8,Hard,28,Mohamed Safwat,Jurgen Zopp,66,5,2,53,35,27,8,9,2,3,1,3,64,43,24,13,10,1,5
2018,1,8,Hard,28,Dmitry Popko,Max Purcell,92,3,2,68,46,32,13,11,0,2,6,1,78,47,38,10,11,7,10
